,0
F13B28C245BE2D7185,16016
U2E4D92E18B5C10A0C,49982
T2A5D33529D4B375F7,84276
A2CBD0E9220427A0DC,32749
G10B6C5C89238002C2,49038
T2654F6B947628847A,78314
B265545076A3E7D15B,4455
A1789F0A353DD6513B,112616
K2A78BF70830AE2E4F,118278
S2BA8761B53BBBCCA5,16020
N1B690BD2BDF00AC26,70257
U2D90B2203C8356CA8,49760
E13FF760D294C1ED2B,3570
F26A8535946D464E30,10147
N260C358D3C530368D,61427
A2FEF92029D3D78833,95688
E28BA825B1DBB276D5,15808
A22401A73B5E7CDB1A,62688
H2C040A78C699DDB70,89977
F24D06FFEAB4966AF4,61430
F1B7F618123BC001F1,49988
Q1E02422054B9672E9,103812
C1504CC918B20D9EB6,112619
E1A61AA637A8B3E04F,32980
N1831A68B8EC4540E2,116163
A26E0D2F80A8498CF6,67103
P23BDE786780354EA7,78544
F11732E675F72E56F0,84285
T2BBB828F43B273341,32981
A15ABB2A0317DF027F,78546
H1A4193366F290C09C,72605
S13C5E3DD758610300,77057
J2D97056B673AA7CC6,94163
H2927BA491B750BB9A,10153
L26781897F90D7CE5D,111549
A21F6AE2FAC7F3C770,55749
N136A2492D52E7B8C0,83198
R178C6B6EEB8820CE4,78550
D203818220AB75505D,78551
K2178C12C8493CF1E9,84288
H1B9479F2F01C92647,115440
F2EB9196942DCC22F5,61439
F2705D69A1C7E7D4BA,61443
P1BB3AF860C987AEDE,109778
F2ED8BF02BE5D97BB1,84127
F270C3FED9F9105ACC,44269
T235BD8E4BA9B4A7E8,118291
P182076E4AD57BCA54,44270
C2812DA16705E00773,95697
H242716567E2D8993E,66964
J2558D2F5C898AC587,45201
N2CC4871FF9BA60E1B,35538
N2142116DA87A17FB4,57384
A2B2A8541E363D8F0C,4464
M2AAF3F61545BE0F7C,27451
E2D652CC9BFEFBC6F4,67112
N24FEDD2A194B42BE8,102311
F2D59A62AA2CDA0E32,67113
E17B6D9306FB72CD82,21869
B22AD65C3732997430,12063
F122C18B0A1A4A717B,25700
L2DF567355D7C6BE11,34906
G25F320E2F96897854,16041
A26C376821CB873C8A,106987
Y250C38521D403CA6F,44273
F2BBA07514CCF79D2D,106878
G21D25726F8AD1C055,123836
K1135FE79A3C42A28D,51016
A1836FAB73B0A569F7,118302
F2F1AEFF1B9BE105BD,27456
Y2D62CC13725BE1C46,50003
K1CA0E57ACC35DDC01,95701
T102E49F2D2DC3C1C3,55759
A1E48D34F77EB66C05,10169
L1FFDE6F76A9AB3012,72767
H21703CE028982F1C3,112643
L1CB29395B37676962,50006
A12FB59EAB837AE9F6,43346
N18A34507DA439CB10,50007
F1FBD957FB91D675B8,27461
S18439E6406B200CA9,72818
F184D657E213A43864,72819
K2AAAC87EA49F734AC,44795
N2C57ADA4B1607446E,106996
A25E1DF78F15EC865C,101339
E27EDE832657EAB24E,72820
T2DBC749986E41789D,119418
F14149F9CAD3B9DB07,22835
F1FDAC252382ABEE0D,72821
E2868A8070E0ED3470,55768
N16289E3172DCD755F,27465
T2776CA3AEEE3F0085,98974
Q22C55D4DC0723DB83,118219
K20CAAA327AB77FD06,84309
N140AEAD2C358C01F6,90003
H144FAD287EA3F8E63,50010
J1F97FD6273EFBD2E2,67125
A2A7F40DF36FD3DFC3,33001
R1E549E616B35F46EF,122214
X2FC63FA5A96E94E81,107001
U15B8593EAD64058E3,10113
F2F1D019C1354510FC,16056
J2EFAFB7977D2B08D6,4483
L1DCFD0D64C665C606,78576
B11920B507E585D4C7,38667
K2684FE14A3DEAEC1C,67130
C10FAD75DE5C0FC50B,16059
A2A9008DAFCE580B99,90010
J210ABB965DEC14B8B,112652
L2232807EE98989E64,27469
J2753A36E736040656,67131
B224C6E20ABE15AE15,118315
N2504F38C0EAC9B189,78581
F2A8DB37EEF3437394,95713
A1AD6CFBBE147F71B1,95714
J1EFE18E310371A99A,16065
C1BC06425EFED81E5F,33007
A2B3198465B56335A0,114942
J2EBE1ADD8B32E3392,32368
F2129AE8E8AC74183D,84318
H29B5F39C22B0B4BFF,33008
S227D8F31C7D130A56,60110
F10D6AF83D5F4F15C8,21889
F2FE0BB9DC87AD3536,95717
T25FD0A083C263CC53,33009
N2AD109A88075989BE,75688
F23F14BBD5A6EE4B40,61468
U15FB3589E3FD1298C,21892
V2704DA903369B3A95,27476
S29FE7A20DCB847769,44299
C25C6B11CBBF889F9F,16061
H28CBC38E5FEF81614,16074
J2A2473815F5854DF2,121164
K218DDFEDB1B967277,38673
S2D2EF617EF7E68235,123976
E1C2BE0B6C17E5BC82,117992
L2E62E8255EF22094D,27477
T19F9909A6DFC6A543,61472
A2FE47A8CF5BDCA708,112664
L2822943B422826C42,113597
R2BF8C4F139C6DEF76,123978
F18FE8BAA3136DE3CE,67142
F2EEE0479791EC3327,44303
P13342BC82B3999623,67145
B21B23F2DC9E12D324,55792
J2BB4690CF333BA9DD,33014
G154D8421F835BEF9F,27486
G24B2B230680BC7068,84332
E14C4F29143019637A,33015
M24DA3F4BEF2CAA35E,118335
E22962E19A97A84279,44307
F2965EE3C870262F9D,38682
H1DCA679BDA248E114,55794
H26DDC4D3B4D4FB0DF,84368
J1EFB9661B456874A6,67150
A229598B081F845182,54858
E26C67EB6671360391,72844
Q1FC117CCBF28735DB,102219
P1AFB9BC936DADFD7E,101373
N102594FF61748C803,122319
N26C65775F5006CAA6,10201
C2884EDBD1CB463B22,90039
F1D96E6F0C6CBDCE8A,27489
A2118607A565D5D0A0,10203
N269275337BBF1E7D9,95733
V1FB52DA7564ECB64F,10204
A267AE6EF95B6B71DB,55805
D1D78EE123C39362A9,104721
N217346A69C6AF2D4A,84339
F1AB752897BA6C5F47,115793
A2D5346F90D8F78896,107258
G223872C2005A74B62,78596
D1B304225EC472F9F9,95737
A1144B3D69B19EB500,44381
H22F41E470A4745B06,27562
X24061562D31325098,67156
N2E793E49C006D371F,50051
N2B66CA9B27D6A50EA,84342
B108E1610E604F5C1A,67158
K20D9CC49A83C1E78A,72932
P1FBA8CB283BFBF22A,44314
G1C3D2D16BEB56AD21,67231
R29E4FC1062812FB69,50052
Q244EDEC8FF49FE7A7,101384
M24A5CB9A0868B9A17,38692
E2A888B6790681E972,12532
H2F42331E81385667F,72852
F2B77B277ABFB32E13,78605
P2EB5BE6C9A81A1018,4514
S2DCB9319CA6C4A8D3,33119
J2A7228CE1380C7E29,5421
R2350F38C9A69EC232,38697
N2C728A27337940049,30231
K226E210484A3AE0BC,61492
A2CB6D3FCF4B7B33CD,3581
B274A98EB196379B7B,27500
K2CAE85103CE066CAF,119691
F218ED941C0A91173B,33133
H11977E4682D40C970,77582
Q1A4AE301972F88CC5,4518
H2A19D0FB34546DB8C,72859
L16772815521967222,122372
A2BEA17F2EF1562AC1,10341
A23046F3E7274FF951,40770
A2B446F97EC9C7F4BD,84351
H27CDB02ED0EAC19A0,102324
P13F8D924E0C5A41DF,95749
T2627067CA426C3658,33140
N1EFC4DC11E4D806E9,96882
S25FE37E6C4BDD6688,10267
K2D351576209276432,87202
J2151A3AE00E2AA462,27503
N12E830FD41B8C0537,72861
F1BB3431A4AC4DD268,102325
K271BDE70CBD92151F,107042
T27384BFC026A20F82,27505
P1C15868A3C529F7D3,67165
F2DE57A849CA657159,27506
N1CE532287400BBE79,113099
U1DC110AECBDB219D8,95753
R12E0B331C0D5FE324,11166
S20D8E967D03E483B0,33034
G27F77206AB4F2AD58,51896
T21C6542136D25AC70,90210
F16B7DB9AABD5A68DE,72869
F2AC09BCA92A5E0B48,113601
C2B62FC160495082A0,61502
R271F07154F92F0C9A,33036
F2758C551C765DD820,66162
U10CF69B8061ABAF56,34976
L12B64367B8F56AA1F,44454
E2CAC946EC9A116F60,33038
A2D230E0A811AAF9A1,33039
A1DF47B08BAFB1A5AC,45208
U257E7028A304A598F,16103
P2DCA5BD730B8E3136,55819
H2F447E456E8A4572F,90062
K1B18B4D8507DC50D9,50067
L1FD46D9A9F31BCDC4,61504
S2F21F594F61583A36,44335
I2090D34E7CBED8AC3,27516
K2C7E9BF04BBAB1D7D,118367
E234D7C0937A6DF362,78621
A10C7B6D1CBEA67D5D,26557
C1F0870DEA6A6D4622,61681
T273A32D051554FD97,27519
Q11B9C29246CA94B0E,38710
F1F9BBC60DDBC9F1C2,55823
E152DEF8AEAC8D8295,38711
S2D6117994CAFDFE39,112699
F26982AC27446F94E3,33048
F17EED710922EC5E98,50073
L2F6FB98C6E093AEA8,71338
F2BFAF29AB3560BC48,50074
E158C669C4E4B022CC,90070
F28FF022A9088FA1F8,61513
E2DF6EBF7444A5A6F6,47136
S2E0B3DE8DB187008D,93773
A2437632941503A37D,10239
A224989DC7F92E3FF5,121732
A1238BE6F5242A9728,72878
P1F4CC57A822D00EAC,89111
H14BBE67BBDBE46E7A,112265
L2416B93EB5FA8387E,18979
M2E476F278486B3853,97357
G11C2AD5245544AADA,78844
E2A1DE492DAEC5BE10,10244
T19E31C9E6903F9599,107056
B2A608750A996D1251,44345
P135133788570063BC,111688
J2D83AF95ADCF639FB,107057
T1C40597C6C2760011,61750
A13809B6DFD857432C,95773
F249D60CF7C2C178FF,10246
A2C47AC9F78075F381,67193
F19DFA18827EB4FCF1,118384
F18E7C4F4A6DC81188,27535
U18EF94A96FEC11421,67196
K2D061AD434F97F930,61768
S224FA40405935E711,61524
A188A79458D3F85697,61526
X2A38651A21317FF50,38995
H2C34EE8771B80873F,76059
F170C40B73C2DCB906,70481
F20C4EBA9FD3DFC960,112713
A1541248ABBD3F2A8D,121175
F24F684C1B7E033475,91690
R10BF10FA90025BEEB,21948
P1B504AD506DDC8837,21949
F15564B4F77FBCE293,44358
T1061331A8C6D27D39,4816
A21FB5AA6D92CC8ABB,90080
B189B2E454A09C17A1,101427
N2DC654AFF687743C6,78647
U218D76E8998D421D2,78927
F1CE3588E93DCB08A6,84381
R1202C053BDCBF2C66,27542
U1583E0FFFB088EFDE,33070
D289FE6DC925710D92,72896
H2A139E120847A3A8C,113606
C2EB890B3CCC2F59CE,8974
E1D12A50433F5B2FF9,33072
P16B159F14A4206EBF,101429
Q23558CF0DDFDC5418,4549
Z2C2FA8B8CF73D7797,64319
R1E071D50A5E711D5C,55846
L1C9FECF08028BAF19,27544
T2CB74E829B44BC7C7,61539
M2A4D230E4662FC3A0,100414
Y262691DAA3E5FF6E1,34586
F236243FDE820C8C71,44657
R1B7EBD95F48FEA311,61543
S2540DAB6C0A79D745,21961
S1BB79130BE161A15F,16460
A28E82E39B425173A1,90058
F1768412FA382F2335,58725
H283D9879E80D356B3,84391
F2DB2E1BF4475C2B09,61546
R18247300EE1B6E4C7,44367
T24F9DE00CB5F99510,50104
M1F54D145D8D8932D4,124032
E2AF43F1FF51621F5A,10270
L28E9ED0D435B0B8BA,27546
G226E233BB6F6FB340,78988
N1A9F1F19C75A91DA9,72902
L20DF90E1E0AC8FD35,96055
F2813ECD6C7450CC42,33975
R245C9E386BC020194,39095
K2CC343B3069DAB52A,106281
P10FDE5DC9BC441BC9,89113
L222CA50114B8C5A1A,84761
K18B851D6577F54C09,39103
G1732CBB36C743636A,90092
F1168507562B6E48E0,55854
B2CB357E1C0AC1C074,72910
X17440A4C6410B38E6,65558
S1972595DCD6517F69,84400
L2FCF9D42268BABA89,10276
F1E98622D112AE42CF,27549
S1322A448EB53F8039,101786
F2CC4CF6FD82F7B116,38740
D1197EEEC7F8E5D39C,57661
M2D688F6FF65BCFBA2,72914
U27CA6053D2A77F4B6,76141
S2C40C8806DED9CECA,41491
C2DBE9C5D86D98CD01,27552
A2E5AAC0AD55AC7F3D,101440
Q2587DBDAD306E6E86,44375
L25046AB7C108A9157,16148
F141A554688D524546,124908
H2CD05AD5DD7C46D71,16150
C2FB36E2E0E4A3D05D,95806
L2BC98F516A9C67C9F,61562
E1E95258B11ECAD296,51034
Q16A555730612D156C,16152
P1D8398071B23A63B9,98567
W207C3052678544AAB,33760
T1B5EB844FCDC15170,55863
E16297BF26FD61013C,4571
A125CBE18682C8BC81,21980
N1A3DB750C3D71FE65,55576
D11C42BE378FE17A4A,56256
M232A000ED83F0B28C,16156
N2B12408F8B2CEFDDF,67223
H2C09F8608E7A9552B,27559
F2B9A4605C5598F3F3,44379
J232903B5DE35F816E,21983
F271EB1083269326C5,101448
S20507BD182C487542,101449
P12189E355FAE8E844,50127
F1AAD2FC6DA0AF8BAE,72926
X2E99BB3B564B1541E,120824
A2D58BAE6C553EAA2B,112739
E10C842D901DCC986B,84411
L2CCBE84932939BEE9,100710
K2E5B7698569C14A3D,122767
P272B1FE20CE34A7F3,44383
F2E2C2AA9EE06A1234,37697
F192FE1C9468C27227,101458
G29B3F5020320B9329,107092
Q1BCBA8F29715F16AB,118855
F2FDC35A705D1DFDEC,18989
L21108E81C7BD632E8,27567
H2B5060300F33C7366,88587
R198A0A360B0D6CC36,96667
T224F5F8F754A25DDF,31142
A122EBEC374C852D97,56327
A13925C0CA9154716B,21997
S2B1628C4345F9E70A,33101
N2D2C56B15474D09E6,89116
F2C0CFB0D989AE7462,55877
F14FBDA89E42C3F127,107099
A176913A4AC246D060,64324
L14B1FE5BE50BFD1D3,107100
J2E08579638D2467D7,67232
Q2F534E6C3344AB620,119395
W216B03E0A521E2311,67234
H25080DDBD3188BAB0,96190
U1C0351616DD62DEDD,72937
C2E1AEFEEF3A630B73,28011
N1CDC85306457074DC,124062
Z12F16F55CE8D0AA28,60459
A27523DBB42B233774,62030
L22AF80C56B7B272C5,91063
L17D05BEC202444CC5,50146
N2440FEC8C55E9C0AF,101466
A2C040B5B23F469C1B,55886
F183A87C3228680684,12931
G104F4B13A5C500736,72941
Q1CAD3D18D376E100E,22002
H2BBED2082D75F0794,119591
A21DDC1D2F864222FF,5433
GL84D3F956003C0C63,94809
A26C0C56154085058B,38776
A18369FB8F8B0762DD,108212
T16C04D7E859A79E80,5085
H28487CA35BA719D76,96810
S1367D27FFF55CEBD4,101472
M2C37836F388A6FC20,16180
A193FE5E36947A992F,67245
K2AFEDAF4839B2F404,28414
A1379CBD5DDF0E6533,22007
P12C5916B881378ED6,78690
F2E902F953024B6FA2,81456
L2BC3721687F4C4ED0,33118
M2EC14EE6AF29E039A,84436
E2D6637BBB5B921A48,78691
L2BEFD59F95F781CE4,63957
A158A4B0956247964E,67248
F1E4ACD25E48C536B9,60640
E22A80557D7CEDAB1F,16186
F1525CDFA9F97CB604,89117
D27ABDD5CE8AAFFB0C,38784
A2AE466DE5D93E0FF8,4601
R223CCC779673FC5BD,44399
K1A1B26E09DE90DBAA,118459
Q2C629DCF56059B28A,61591
T264AED5B14CE7D82D,78694
S2EC8689BAD4E6BE83,38785
A288E689967577351F,124077
F1DEBD8163A1BB77C0,55902
F12F0EC6BC99F488B4,106096
J1C41D2B7D7D1F261A,4602
E2B6DC2945D691341A,44400
Q2B09681A783F88A2A,107128
F217A336E5ACF3CBA1,121183
B2A8F2B5F31AD6550C,95834
F205CDC1128F564644,50156
T2858CC626FA44F410,33125
L2749D8AC4E6A3896D,27586
E2A12AA20A28030CC0,101482
S2E8C4BEF74E433DC6,111042
Y2A72BE8137AB88E5E,110963
F1EC756C44D6F49089,24718
T279C2E50A2878A516,93696
A12E8DB4B0423A514E,61595
T256BE0BCA45D2BE65,54777
G149E61B62A4FA1B21,67257
S2A7BBB59B9088B4AF,112625
N25CE2726F993C82C1,72958
G2B806BC62D23A923B,83381
H1B63F07205F022DF1,110258
P22354A84EE39F6F9B,50170
P1B7117D848078271C,78704
N1150C82833476A3DF,111696
F2111A569E9D23B59F,44992
C1D750DB804BFB2942,121057
K173796F128778480F,67259
F10BF6CBF0610DB068,44410
G21CD1CEDA836D9C50,66183
V10E9754BD76063630,38792
H2818CE5A00091A140,124701
Q14F47E5B977091937,102345
E2FA9209542CC03AC4,84454
S28B49FFF28708D8E7,32108
R14B22B2423170D593,112775
U10964E53F247E7F38,60580
T234E48F19ED630011,50174
H2CEED47BFFAE13722,67266
T2BC8861C1E02C183D,107140
V2ECA81B18ED9E8AE7,66185
F16110924BCB8911EE,93789
K1FEDAE85FCEDE4059,33136
H1B211438C6EC0BE51,107142
J23CB7EDB8A456A0C7,10336
F26508C2DE977337E8,118478
E16A049606923DBBF4,61605
E2FF095DDCBC89A07B,93226
L1D5DA21A7BBD5113A,10339
C22CA991E333A78E9D,107907
G1CE9263421B5DF801,101493
R24C2210FDA9ADE083,44417
K1C3CBC3CFAE24CBCF,84456
S288B56C726A350B91,22031
G1016053EFE6D1069C,39479
H20D82781F4270D90C,10346
AC80D08D3B60BFF6A2,38804
L2B1B6D2D8C426BEA6,119361
M152660E94D92D1616,61609
Q127EC63BE59A0C5EE,119301
F2EA86E66D654C73EF,96505
M1E35D5BB5E9998185,78719
N14FE7B5CE26B33FBA,21072
K10F53F017342B71FD,11020
E12FFDCA0C64B8B5D0,50876
F1A078CC90AFAA480B,123077
Q2293ADC9538C8442F,22033
S12AEC9C628386C7E4,121186
H22C3C2BBEB60ADE39,84463
N2AA8389815EB9AFC3,22034
D1EBD1C5478BC2C2CF,100424
F29C57CC7AAB8B64EA,99703
B206A9C4DA0C020C10,18995
Q17C639DE6969509CF,95853
T29FC6651DC0E699E6,79434
S2F47480255C4B94C4,22862
K199DC2D3D5BA6C021,62301
A2D060B7324587AA96,16209
A1145C68A5A04BFB0B,118493
G281AA1624E7CFDBAD,97429
H2544F57D2F0423F41,66188
K2D5C22164384248D7,107154
L1EA4A6E4756121DF6,124807
T160F2602B2F537936,16216
F2D5B9B794AE09DC62,50190
L1908A3191DE594015,61664
A2501B025A23DCE404,38814
T2F157522294E34441,92945
E279899AE43D291135,22042
R138735ADEFE2B39DF,27612
F213BC2ADA83985066,16220
B1FEB1B554B3CBFA99,60815
G1F6BAF264FA117F43,16222
T21C73F46614252960,68063
A229A010D956DF97F3,41505
R2BE576CFE3154FFF2,61624
E21AAC4DBF634E7B50,11088
D29C89E6C906CB35F0,44431
A1C872B5BB1A5DD435,106315
Q16ADAA760438EAB73,74140
N282C94707DD858E5E,72994
T2F2D2B358FBC5D19E,10371
A2A24DB42444B7A0DB,81990
G2CEAB56877A66DF5D,124116
F1C93043217474656A,5364
N2D5C46E17BAE25AFB,33154
H201EA08420D0ED990,27616
M243BFFD2E0D602B31,78734
V203007BD455664A0E,96677
N2F60778873A1A3F30,55948
H11AF6D6D3C7907BB0,27618
F2BFA408F9C8C71F42,72940
N1E8869F71ABFC4B88,44435
U18E6E03C40682BA94,16228
N2422C2FA6FDEA4594,95582
S227FEC967FA734260,33160
T1AEF170CDB15A1D49,22053
T25DA6D3F728A9EB00,98580
S2A157DAEB543E31C9,84481
N1FB5DD0BEF119700D,78740
D2631D24E25A93FAA9,50202
C1BAC54C40B3C4FA93,89926
G1ED1204181248B02D,107168
A1BBECC9DFAF864774,55954
N2D426120163A85B5D,114967
E1003417FF2948A412,82881
T17D4BBA5E7AEDA2C0,28428
M2AF7C16C65CB70346,107170
P2F5B2286A27B3AEC0,90192
V1A953EE93438F0EA6,107172
R1CD55E466EED81CCD,96646
N2D59829235ECE72C3,33166
Y2D5F99D7FA940AF3F,101523
T2C8252633D416614A,22058
L238041D8EB022D812,61635
E245E772C1831CA8C4,84487
J14F8CD0D51631680C,10383
F12AB58BF32FEEDCBB,90197
D29CF0A21DA69F3F97,78748
M2DD46093928627924,38834
E29E5619A19F175F86,84489
M22DB4FE8CFA5C23DB,53728
E13F727BD825A2AB9F,33172
E11C0F9F6672A88488,124937
N1D859037697744DDB,107176
X16C244B0F5785FBA6,27631
R14AA4F5AB979B6C5D,50213
E2361171DCDC2CBF6C,50214
T27D38502D7FB7C3CC,10390
F267F7DB428EF59A55,5462
H2558A0037B30B386D,55968
R1C64956FB4A8A715E,61645
F11045ACAB3955A4DB,111044
T22BB4A63D05189B9C,22867
A284B1DFC62824C530,38838
R2C56D9A47092F8553,10392
M28808CF1436804C45,5478
F2A4DBB75D17053392,78753
B1AD412B306F53D425,112821
P26FE1C1410D77EC4B,78755
N291185B2927A84582,118518
R1840335C6D07F9963,56815
F1BA4D1810B6860F50,33182
F119240163C7A6490F,9239
N287643D5DFEA496B6,50220
A2502275BC5CFDD510,90214
H165E64B150FBFBA60,119358
F1FD2D66AF0EB8AC9B,16650
K26314D136A3F655AA,113628
A295EA7403BBA6A0B1,24727
K246A37B4BA9E24A91,57851
F20F8AC1D72A1F2052,52318
F20D6A2C16CE3D2B57,16250
H26CCB8A5F999E27AC,34063
E141B305C310B01CDD,50225
R1D3490CA10631798D,118524
F1FD28602BF9DF9242,67308
J1FE8F0D48606FC9BA,32121
F244863EE6C9826B83,84499
A12EF189847015DD97,51136
S2A308AF352F7D29D7,33192
F1796000F46B7141F4,38852
T22D08E56B173CDC60,123084
A225DC7C70A6DC9CE1,61653
R2521E4216DBC6C403,22076
A2558D321B46A3CFAC,118526
L29DA88F0A707D5684,84503
N224509590DC9ED347,102352
U1BA0B056A1C3832E3,112366
N176025FA7FB4C220D,95903
H136CEF3F067D1AF92,33193
J22CD5B76FCB48E04B,22078
N2F1AE17E1E1BE3936,33194
F16FD8932A0FF453C5,114094
S1359B886DA2CDCFD4,117348
N2B841A53DF0DCFE25,22080
R2C92D7EDEAAA57FDB,27646
F2013FB5681282C65C,102481
P2E9054EE980B8D4C5,50233
F2D1E02E563E4A205E,44455
H1BB5E9866E3A3A57A,105819
H2FE700AC892A3B924,62570
A19851734ED8047DEA,67317
R25B1061388185A690,27647
M182A08AF47DE0DCC7,90225
V2909AAB5BA3ECC7C1,78770
C294C0B73DDAF1F25B,92105
P1DF0B28B9103F7C9D,44457
L27E011E4D7048959F,90227
F2FF683B9C4F26E4EB,54383
A2D443AC04BAAB9F7E,124155
S10DB71E743FBDD76C,23009
S1B12BB3BCFA656BE2,51184
P14A0BC334413646D2,67319
N25B3FC2BC9BC658C1,86758
P22AEF9D412E04E72E,73031
A2ECC4C307E86BA210,96682
F28F3BF6A2BF5C590B,4669
H2C8109C5190E0BDC8,99556
D23CA1575A5BBB57BC,103160
B1263A2E096710E9E5,113687
A2BF7E5702D39954C5,102354
H2C8A6CCD80229EE17,101553
H1951496396AC276BC,63373
N2664C25898EB21ED4,92932
B26CC4AF03A3EE2165,16268
J23AE4F22106043B40,108695
D1EF36369AF74190C1,65423
C15292D2201D54F521,38871
F10B732B60421D71C1,16271
F14335243A65C63D46,33202
B29663438F2CC8D852,79748
F159F80C1937E335E8,67329
C2CABACAB0B4CF0160,73039
E18059BDA6A67B2A9E,50246
G234BF0BDED8323888,44468
H227CB4537C9E4B933,74013
F275542FDD9DD8FC2E,95917
N2819DC3F2CDC21DB2,33204
N261DCDFFD4AECFF96,56965
R2059F2DCE85F80BFF,124164
F26B3B626E13D61C21,11193
N2E0983E2AF8E473A1,4677
G20673A40D4C3B6AA0,84517
M1262B029276481F53,63843
N2A403AF7653683EA2,22317
F2372374DE35BF5E17,112845
R11D85FBBC88A63217,95920
E289EFD5CF3E37B2C4,27662
J1CB6B92E57EA74A32,90245
S2044855FD9952A6B2,77566
D1D4AE6E6552E63CA1,32520
N1654D03C536D9B9A6,44472
B21EA73A85A261C113,67336
A27A3D98BC0CCE8C67,89988
Q256C65D88B7D58975,63540
A149E365AD0A1A08C7,62
R27834EB675778CA26,87999
A19AD43628AA149986,38885
D25B9BF3A7D4936E3A,4683
L17DB314F34382DCA7,39875
M1E70B58449FCDC949,69935
F1341A30C6EE120343,54897
A234D994DAA8D31FFB,95926
M16D2D4419FCE20BBA,119738
S2E494350A746E27D3,91571
S1A814380BE4099DDC,78787
D20F98053A6F0C8383,56004
F2AF497FA876C22B90,31804
J26DCFF7A1B43A6556,61674
G1712E2F39923E0A24,67344
S2E5B5AF49AAA53254,73055
F2588E9FECEB395849,110
T2F9ACF3EC70BB2914,66198
L15BA3FCF3723888A9,79834
R2D1D24F86142C97F2,44479
R2061461E7B5AE9AA5,78793
K2B1DEF0E09B2C9AE9,38892
M18A3616A2C4545538,44481
J2042DDB76B14686E1,38893
S201D3D6EF3B580030,124178
A1315C6E73DAF7514E,27675
S15B85D5F13EBA2639,113646
F2EC436D418157EDEC,27676
A1B8DD2C463C7CC05B,67347
E1FC1435A2F9407864,33218
N2DAB6366A3CB6A1CB,28195
S2195023B588BABD2F,44485
T13BB8EE46C24A2929,114329
F2866875137B7EE22B,4696
I1B1E2CF9ABD626E82,25941
A2810BF6999717CFB9,61689
B1402D1DA56B6399CC,28741
M26D51FF26033DC062,107215
L20A0EAFA2E62031DD,74822
N1D2E3D31ED8AA8670,124431
J2B5DBAAE480C7ADAD,61356
Q15447452998A1E522,74144
A236E02D619C03E145,102707
J1B4F38B47EF59BAE3,22106
H2B48F549F811190DF,107220
E11CA701632AE0CE4A,56017
L2ABB77BC64AA25A56,17377
F148858CE46AAEE16A,84541
F276FCA94327A68C4C,121685
R2B363F9DC2B05906F,118559
P13A046FD847FB610B,119646
N23438C6C8F8905874,119647
P2776491D86096EB70,108219
F1D3B4227D81D6D6EA,16307
A2158CAB7D3931E6E1,10563
L21B02F5437E62B467,95945
P239689EA8168B300C,50277
D22135AB1767EB6E5E,11198
B2EE20BFBB6C4D483F,84547
F28E24FAA463E7ED49,13170
J29FB6EAFC659FCA39,73069
B27A162EC9A7F31B48,73070
J1ADF6A1E100499655,80638
S2F5EF541C79DE3FC8,87823
P2719225F05E46DF52,124198
G1E3A9761F58F612E3,96323
H25789E415B7DDC573,43581
Z1A385CDFFCB7D10EF,44498
Y21E39FCEF7F1A73BB,27692
T1742D7D98161E7D89,51411
N10E1D37CF3BC506E0,84555
A1863976946AA69D4F,90274
M2EB712CD51C85C531,124201
P102250B7EA8E3799E,86535
B2B2A9AEE4A8C97D5D,61697
S257B19C035B4A622B,17431
V1E2DEA09E2F2A4E07,10456
E2CF538FD5EB29A294,43393
D19E5E77AFA2E8B86C,56027
R1BC33D00999586874,29681
E11AFAA4B7E2E7C761,56029
L2C967C530C61C0436,4716
Q28D6AD0E6C05ADDE6,113726
S2C87FFA0AFBBF716F,9252
Q2361488DDE20622CB,33396
B1277DEC61EF05CFE6,107234
A262B6C0350C7C6B06,56031
T1AB48D70F3FBA31A0,35890
A16462002A84AA7081,56033
C100A63F478E6A02B1,4719
T2D9E39682AEC8A2D1,112879
H2390E07D81A48965A,55290
A254EEF509E4D06B74,61705
D28DB836F57627EA49,78816
P1E119FA59207E0B8A,78817
Q19F376BFEC660F16E,90284
N1D881E449FCB3E506,27702
A2E3FCB7154A1FCCE1,33246
N2BCC92A08391DE9A2,45684
N1F434D69B80C9447D,70029
N10C673DC099D96BE8,67372
R2DEA897C84D56A273,32355
Q22DDD3F3C9BCED87C,68133
F15D0922398F075742,95963
F11A50BAAC2D572575,61709
R264FA8CA94974EFA1,20950
N28C04FC77502CF87D,112885
F13700C3ED02FEE0FB,84576
F12AD197DCE7DB91C2,56040
Q2092C9549F4DE8842,52711
U1263A7FE100F765EB,73093
H21E99D6799B6579BE,111712
E20AA4A7B102037DBD,45718
F263BBB8F996EE7063,33251
K11880BA51A9ABB092,45724
F12B661B9FAC66D92C,44513
N2729DA4424D6E709A,67377
P2613CC2881DF100F8,27704
A21061A346158D3DED,40115
K2B2FA6438F7AD75C8,107243
J1A16E0A0E4229CA3D,118577
C283106BBAB6B59946,33253
S282D84BD04E57E805,107245
S2E6D882E4CFCC1514,85809
R2579A6EA2ADDED887,66203
S2157F05C3467F3A8F,27707
A1FDF9A478FC38CE16,84583
M2588003CA12946186,117805
F2A5D03273B3295B72,97178
R29B1CDC8B5449B7F4,119794
N1C6E299B3BB1C74C2,50309
Q230A4CB4A3AEBC3CF,28922
P146B826B3DDF3DE6D,84588
L1AB8F54CB593B3F1C,61720
E21B3458884469D31F,33258
I1E09B8378BE37618A,123093
G26307AEACB9905E8C,73101
A1B0582A6C1876B05C,10482
