DATA_TYPE,CUSTOMER_ID,ITEM,ITEM_ID,cnt,MIN_DIST
WEB,F2DACE6352BF615C98,BANNER_OPENPOING,WEB_1,1,14
WEB,H18D29DEA4B91410EF,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,27
WEB,G1960B92A26DE15C7B,指定線上購物刷卡消費，享1.5%刷卡金回饋,WEB_451,1,17
WEB,M1E175D4D0DFDF9990,movie_ez訂,WEB_106,1,5
WEB,NA,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,11,14
WEB,A1E5F53EA71AEF385B,綁定「178」APP，支付車資享5%回饋,WEB_472,1,10
WEB,K13002F19297C83BC5,movie_ez訂,WEB_106,1,5
WEB,A1097F0113FB386578,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,25
WEB,J1F410D0541AB97A01,綁定「178」APP，支付車資享5%回饋,WEB_472,1,19
WEB,H13656C9E704CC5DF9,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,22
WEB,F2C8D84DDF4CAF68C8,movie_ez訂,WEB_106,1,16
WEB,A2194A6CBE2E554268,BANNER_飯店精選,WEB_60,1,27
WEB,A1E95EA7CD90635C73,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,24
WEB,F11203E91E669ADB8F,食分幸福,WEB_454,1,22
WEB,Q2DB4F96014D0C7B2B,BANNER_飯店精選,WEB_60,1,26
WEB,T2FFC78408D6A7BCFD,BANNER_OPENPOING,WEB_1,1,25
WEB,A25985CD9FE8EDAA8B,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,19
WEB,jameXXXXXX,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,19
WEB,f128XXXXXX,movie_總督,WEB_322,1,6
WEB,L231C78046C8ADBB3B,movie_ez訂,WEB_106,1,4
WEB,F2206F8F4985804761,movie_ez訂,WEB_106,1,24
WEB,A1910F0203959ACB35,綁定「178」APP，支付車資享5%回饋,WEB_472,1,18
WEB,B240D62958DC0A8EFA,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,2
WEB,A1081B507EF4E08FC8,movie_ez訂,WEB_106,1,24
WEB,S2BD758AAD24D1AC55,movie_新光,WEB_302,1,24
WEB,F28DF20846B33191AD,movie_國賓,WEB_231,1,19
WEB,A1BBB1E8B595A1BFE3,BANNER_OPENPOING,WEB_1,1,13
WEB,A213F7D4B0ABF9635B,movie_梅花,WEB_290,1,4
WEB,C21C2374458C76D482,綁定「178」APP，支付車資享5%回饋,WEB_472,1,18
WEB,F2D9D7D5E7285E6F45,movie_國賓,WEB_231,1,5
WEB,F123BD3768B1CCD67C,movie_國賓,WEB_231,1,6
WEB,B24048F8FF8C0B1F5E,movie_美麗華,WEB_209,1,19
WEB,A180B46A0B55EB2928,movie_美麗華,WEB_209,1,22
WEB,R10268263B1A54407C,movie_日新,WEB_294,1,20
WEB,F2860B028B440A01E6,movie_美麗華,WEB_209,1,18
WEB,K1A275FE54EBED9D69,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,26
WEB,S2BD758AAD24D1AC55,movie_ez訂,WEB_106,1,24
WEB,N2D014DDAD5D539752,movie_國賓,WEB_231,1,2
WEB,S178DDDDCBD684D77A,BANNER_飯店精選,WEB_60,1,22
WEB,F16DB35552E15E679B,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,17
WEB,U276DE2FA1C866FB8D,movie_ez訂,WEB_106,1,21
WEB,A2F4E0D223FE577A29,movie_ez訂,WEB_106,1,0
WEB,S2A926BBFAECC05F00,movie_ez訂,WEB_106,1,25
WEB,H27A9FE84C5D75B127,movie_ez訂,WEB_106,1,4
WEB,H2BBED2082D75F0794,BANNER_飯店精選,WEB_60,1,24
WEB,T1B6EC79E8E9F77045,movie_中影屏東,WEB_292,1,12
WEB,F29298E259EC0C46E0,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,18
WEB,P212BD5937B3BF450D,BANNER_飯店精選,WEB_60,1,9
WEB,F14A90D3F64888DBE2,movie_國賓,WEB_231,1,13
WEB,549007340DC7C8A684,BANNER_OPENPOING,WEB_1,1,10
WEB,L18017858F2AA94714,movie_ez訂,WEB_106,1,27
WEB,T101BA124CB7E3FF5E,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,4
WEB,A2DE9CEE11942C9730,movie_ez訂,WEB_106,1,18
WEB,BCE9E8BFF11D470E16,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,5
WEB,F15BF2B5C3B27A0918,movie_in89,WEB_194,1,6
WEB,F2537F6A720C751D24,movie_美麗華,WEB_209,1,1
